email_id,email_text,email_version,hour,weekday,user_country,user_past_purchases,email_opened,link_clicked,group
347192,short_email,generic,5,Monday,UK,5,0,0,Control
364525,long_email,generic,9,Friday,US,9,0,0,Control
468210,short_email,generic,3,Friday,US,5,0,0,Control
543404,long_email,generic,5,Wednesday,US,0,0,0,Control
20650,short_email,personalized,6,Tuesday,US,4,1,0,Control
325503,short_email,generic,9,Tuesday,US,7,1,0,Control
71695,long_email,personalized,7,Monday,ES,1,0,0,Control
847620,long_email,personalized,18,Wednesday,US,9,1,0,Control
569894,short_email,personalized,14,Tuesday,US,0,0,0,Control
800338,short_email,generic,3,Sunday,US,2,0,0,Control
437060,long_email,personalized,7,Wednesday,US,7,0,0,Control
600547,short_email,generic,1,Sunday,UK,3,0,0,Control
668359,short_email,personalized,11,Friday,US,4,0,0,Control
197783,short_email,generic,4,Saturday,US,3,0,0,Control
229703,long_email,generic,9,Thursday,US,3,0,0,Control
141458,short_email,personalized,11,Tuesday,US,5,0,0,Control
839903,short_email,generic,7,Saturday,US,4,0,0,Control
759508,long_email,generic,5,Friday,UK,10,0,0,Control
247208,short_email,generic,10,Wednesday,UK,2,0,0,Control
255711,long_email,generic,12,Tuesday,ES,1,0,0,Control
807304,long_email,personalized,8,Saturday,US,6,0,0,Control
562233,short_email,generic,2,Tuesday,UK,0,0,0,Control
357194,long_email,generic,4,Monday,ES,7,0,0,Control
189967,short_email,personalized,11,Friday,US,0,0,0,Control
472116,long_email,personalized,9,Saturday,UK,4,0,0,Control
333672,short_email,personalized,11,Saturday,US,4,0,0,Control
661354,short_email,generic,3,Tuesday,UK,2,0,0,Control
33874,long_email,generic,4,Sunday,US,0,0,0,Control
276320,long_email,personalized,8,Monday,US,5,0,0,Control
395606,long_email,generic,10,Thursday,UK,0,0,0,Control
324482,long_email,generic,11,Sunday,US,4,0,0,Control
896882,long_email,personalized,11,Sunday,ES,0,0,0,Control
125436,short_email,generic,5,Saturday,UK,4,0,0,Control
117929,short_email,generic,4,Saturday,US,1,0,0,Control
944414,long_email,personalized,15,Sunday,US,1,0,0,Control
931136,short_email,personalized,13,Saturday,US,1,0,0,Control
933492,short_email,generic,11,Sunday,US,1,0,0,Control
74984,short_email,generic,3,Friday,US,3,0,0,Control
731939,long_email,generic,15,Saturday,US,2,0,0,Control
148920,long_email,generic,6,Sunday,US,0,0,0,Control
720658,long_email,personalized,7,Friday,US,8,0,0,Control
237559,short_email,generic,7,Friday,ES,0,0,0,Control
313461,short_email,generic,7,Saturday,US,8,0,0,Control
261056,short_email,personalized,9,Sunday,US,0,0,0,Control
288464,short_email,generic,3,Sunday,US,2,0,0,Control
978880,short_email,generic,19,Wednesday,UK,5,0,0,Control
830772,long_email,generic,3,Wednesday,UK,4,0,0,Control
902364,long_email,generic,13,Friday,US,2,0,0,Control
133781,long_email,personalized,16,Monday,US,1,0,0,Control
212410,short_email,generic,9,Friday,UK,3,0,0,Control
833402,long_email,generic,4,Monday,US,3,0,0,Control
149825,long_email,generic,4,Friday,UK,4,0,0,Control
798523,long_email,generic,7,Tuesday,US,7,0,0,Control
479681,short_email,personalized,8,Friday,US,1,0,0,Control
585408,short_email,personalized,9,Sunday,FR,0,0,0,Control
582233,short_email,generic,7,Saturday,ES,10,0,0,Control
439580,long_email,generic,2,Monday,UK,7,0,0,Control
242091,long_email,generic,11,Sunday,US,2,0,0,Control
238747,short_email,personalized,12,Thursday,ES,7,0,0,Control
130787,short_email,personalized,1,Wednesday,US,1,0,0,Control
346035,short_email,generic,16,Tuesday,US,4,0,0,Control
168415,short_email,generic,10,Friday,US,1,0,0,Control
177488,short_email,generic,2,Friday,UK,4,0,0,Control
512237,long_email,personalized,7,Sunday,US,2,0,0,Control
704969,short_email,generic,5,Thursday,FR,3,0,0,Control
510028,short_email,personalized,14,Saturday,UK,6,0,0,Control
72598,short_email,personalized,2,Wednesday,FR,4,0,0,Control
56256,long_email,generic,13,Thursday,US,6,0,0,Control
129777,short_email,personalized,14,Tuesday,FR,0,0,0,Control
454661,short_email,personalized,9,Saturday,US,7,1,0,Control
627691,long_email,personalized,12,Wednesday,FR,2,0,0,Control
12660,short_email,generic,11,Thursday,UK,2,0,0,Control
296400,short_email,personalized,13,Sunday,ES,5,0,0,Control
990461,long_email,personalized,1,Tuesday,US,4,1,0,Control
307827,short_email,generic,13,Wednesday,FR,6,0,0,Control
871921,short_email,personalized,14,Thursday,US,2,0,0,Control
60426,long_email,generic,7,Sunday,FR,6,0,0,Control
845978,short_email,generic,14,Tuesday,US,1,0,0,Control
405144,long_email,personalized,4,Wednesday,US,2,0,0,Control
516996,long_email,generic,7,Friday,ES,11,0,0,Control
379515,short_email,personalized,5,Tuesday,US,8,0,0,Control
648700,short_email,generic,16,Friday,US,0,0,0,Control
537024,short_email,generic,9,Thursday,UK,0,0,0,Control
378429,long_email,generic,7,Monday,ES,6,0,0,Control
529304,long_email,generic,12,Thursday,US,9,0,0,Control
757492,short_email,generic,7,Friday,US,2,0,0,Control
122540,short_email,generic,10,Monday,UK,4,0,0,Control
556271,long_email,personalized,12,Saturday,US,8,1,1,Control
166691,long_email,generic,9,Wednesday,US,0,0,0,Control
976248,long_email,personalized,6,Wednesday,FR,8,0,0,Control
815591,short_email,personalized,11,Tuesday,US,4,0,0,Control
266009,long_email,generic,3,Friday,US,1,0,0,Control
538971,long_email,personalized,9,Sunday,US,0,0,0,Control
212509,long_email,generic,9,Friday,US,1,0,0,Control
288942,long_email,generic,6,Friday,ES,7,0,0,Control
316723,long_email,generic,14,Monday,US,1,0,0,Control
314483,long_email,generic,13,Sunday,UK,8,0,0,Control
348423,short_email,generic,16,Monday,US,0,0,0,Control
625176,short_email,personalized,17,Monday,US,1,0,0,Control
354012,long_email,generic,15,Wednesday,UK,1,0,0,Control
620772,long_email,personalized,17,Friday,US,10,0,0,Control
598150,short_email,personalized,12,Saturday,UK,5,0,0,Control
484333,long_email,personalized,3,Tuesday,UK,2,1,0,Control
797404,short_email,personalized,13,Saturday,US,7,1,0,Control
80993,long_email,generic,1,Tuesday,US,1,0,0,Control
997914,short_email,generic,14,Tuesday,US,2,0,0,Control
41821,long_email,generic,3,Friday,US,0,0,0,Control
519437,long_email,generic,12,Friday,US,2,0,0,Control
944401,short_email,generic,20,Wednesday,ES,4,0,0,Control
345575,short_email,generic,5,Friday,US,0,0,0,Control
907225,long_email,personalized,10,Friday,FR,3,0,0,Control
933295,long_email,generic,8,Wednesday,US,5,0,0,Control
165551,long_email,personalized,9,Tuesday,US,7,0,0,Control
390769,long_email,generic,4,Wednesday,ES,1,0,0,Control
849166,long_email,personalized,9,Tuesday,US,1,0,0,Control
480814,long_email,generic,6,Thursday,US,2,1,1,Control
795748,short_email,personalized,6,Tuesday,US,3,1,0,Control
201687,short_email,generic,9,Wednesday,US,2,0,0,Control
36582,long_email,personalized,11,Monday,US,0,0,0,Control
731107,short_email,generic,19,Saturday,US,4,0,0,Control
283156,long_email,generic,15,Wednesday,US,8,0,0,Control
632866,short_email,generic,5,Saturday,ES,6,0,0,Control
867631,long_email,generic,18,Saturday,US,1,0,0,Control
141466,short_email,personalized,13,Sunday,UK,3,0,0,Control
370264,short_email,generic,7,Wednesday,US,13,0,0,Control
693346,long_email,personalized,11,Friday,US,1,0,0,Control
859618,long_email,generic,7,Tuesday,US,5,0,0,Control
428776,short_email,personalized,6,Sunday,UK,1,0,0,Control
27278,short_email,personalized,5,Saturday,US,1,1,0,Control
473112,long_email,personalized,11,Saturday,UK,0,0,0,Control
504315,short_email,generic,10,Monday,US,1,0,0,Control
712244,long_email,personalized,7,Sunday,US,6,1,0,Control
460475,short_email,personalized,3,Tuesday,FR,5,0,0,Control
119772,long_email,personalized,1,Saturday,US,5,0,0,Control
933879,long_email,personalized,6,Saturday,US,2,0,0,Control
639415,long_email,personalized,1,Tuesday,ES,0,0,0,Control
426488,long_email,generic,10,Saturday,ES,0,0,0,Control
137777,long_email,personalized,7,Friday,ES,3,0,0,Control
715878,long_email,personalized,4,Tuesday,FR,6,0,0,Control
409708,short_email,personalized,1,Saturday,US,6,0,0,Control
254777,long_email,generic,6,Thursday,US,5,0,0,Control
886986,long_email,generic,2,Saturday,US,5,0,0,Control
362286,long_email,personalized,18,Tuesday,US,5,0,0,Control
667654,short_email,personalized,8,Saturday,US,4,0,0,Control
998650,short_email,generic,12,Wednesday,UK,2,0,0,Control
917003,long_email,personalized,14,Wednesday,US,3,0,0,Control
884702,short_email,personalized,2,Saturday,UK,9,0,0,Control
240464,long_email,generic,3,Thursday,US,1,0,0,Control
764643,short_email,personalized,10,Tuesday,US,4,0,0,Control
484124,short_email,generic,12,Wednesday,US,1,0,0,Control
711818,long_email,personalized,14,Saturday,US,0,0,0,Control
195024,short_email,personalized,9,Monday,US,7,0,0,Control
932862,long_email,personalized,3,Saturday,US,0,0,0,Control
729132,long_email,generic,9,Saturday,UK,0,0,0,Control
270971,long_email,personalized,11,Friday,ES,1,0,0,Control
401335,short_email,personalized,12,Wednesday,ES,5,0,0,Control
682133,short_email,generic,14,Monday,US,6,0,0,Control
991824,long_email,personalized,14,Saturday,US,7,0,0,Control
294920,long_email,personalized,10,Wednesday,FR,9,0,0,Control
932590,short_email,personalized,17,Wednesday,US,2,0,0,Control
719556,short_email,personalized,5,Sunday,US,2,0,0,Control
597777,short_email,generic,9,Monday,FR,0,0,0,Control
440473,short_email,generic,5,Monday,ES,4,0,0,Control
307367,long_email,personalized,21,Sunday,US,4,0,0,Control
893690,short_email,generic,5,Thursday,US,6,0,0,Control
32480,long_email,generic,3,Tuesday,US,1,0,0,Control
451216,short_email,generic,11,Monday,UK,0,0,0,Control
574604,long_email,personalized,5,Friday,US,1,1,0,Control
178707,short_email,generic,10,Sunday,US,3,0,0,Control
729712,long_email,personalized,3,Sunday,FR,2,0,0,Control
492992,long_email,personalized,4,Friday,US,1,0,0,Control
927799,long_email,personalized,2,Monday,US,3,0,0,Control
523095,short_email,generic,9,Wednesday,FR,0,0,0,Control
142134,short_email,personalized,6,Monday,US,1,0,0,Control
27942,long_email,generic,5,Wednesday,US,9,0,0,Control
872056,long_email,generic,10,Saturday,FR,3,0,0,Control
275381,short_email,personalized,8,Monday,US,1,0,0,Control
496012,short_email,personalized,11,Thursday,US,4,0,0,Control
472485,short_email,personalized,2,Tuesday,ES,2,0,0,Control
668608,long_email,generic,3,Tuesday,US,6,0,0,Control
591094,short_email,generic,13,Saturday,UK,2,0,0,Control
642297,long_email,personalized,15,Wednesday,US,2,0,0,Control
339509,long_email,personalized,20,Tuesday,UK,10,0,0,Control
1712,short_email,personalized,9,Saturday,ES,2,0,0,Control
312528,long_email,personalized,6,Wednesday,US,4,0,0,Control
91688,short_email,generic,10,Sunday,US,8,0,0,Control
687467,long_email,personalized,14,Sunday,US,6,0,0,Control
427423,long_email,generic,4,Thursday,US,4,0,0,Control
762338,short_email,generic,5,Monday,US,0,0,0,Control
969010,short_email,personalized,5,Sunday,US,3,0,0,Control
764812,short_email,personalized,12,Tuesday,US,0,0,0,Control
996267,short_email,personalized,6,Friday,US,0,0,0,Control
851197,short_email,personalized,17,Saturday,US,3,0,0,Control
792487,long_email,generic,12,Tuesday,US,6,0,0,Control
561053,long_email,personalized,5,Sunday,FR,6,0,0,Control
514084,long_email,personalized,13,Wednesday,UK,6,0,0,Control
75740,long_email,generic,6,Sunday,US,10,0,0,Control
837129,long_email,personalized,3,Saturday,US,4,0,0,Control
726136,long_email,personalized,5,Tuesday,US,5,0,0,Control
754059,long_email,personalized,11,Thursday,US,3,0,0,Control
503695,short_email,generic,7,Saturday,US,1,0,0,Control
90784,long_email,generic,5,Tuesday,US,6,0,0,Control
201195,short_email,generic,12,Monday,UK,1,0,0,Control
712778,short_email,generic,12,Friday,US,3,0,0,Control
415258,long_email,personalized,12,Tuesday,ES,2,0,0,Control
617908,long_email,generic,5,Thursday,US,0,0,0,Control
76016,short_email,personalized,8,Sunday,US,4,0,0,Control
616268,short_email,generic,4,Monday,UK,3,0,0,Control
363642,long_email,personalized,11,Friday,UK,8,0,0,Control
559618,long_email,personalized,7,Saturday,US,2,0,0,Control
231170,short_email,generic,4,Sunday,ES,0,0,0,Control
833840,short_email,personalized,9,Saturday,US,4,0,0,Control
784544,short_email,personalized,11,Thursday,US,1,1,0,Control
813697,long_email,generic,13,Friday,FR,8,0,0,Control
228380,short_email,generic,10,Sunday,UK,2,0,0,Control
730203,long_email,personalized,10,Sunday,UK,3,0,0,Control
290061,long_email,generic,11,Wednesday,US,11,0,0,Control
778907,long_email,personalized,15,Friday,US,4,0,0,Control
890632,long_email,generic,7,Sunday,UK,2,0,0,Control
212087,short_email,personalized,6,Tuesday,UK,1,0,0,Control
206482,short_email,generic,3,Friday,FR,6,0,0,Control
158327,long_email,generic,3,Sunday,ES,7,0,0,Control
426299,long_email,personalized,7,Thursday,US,2,0,0,Control
243555,long_email,generic,7,Sunday,FR,6,0,0,Control
15621,long_email,generic,2,Friday,UK,1,0,0,Control
438152,short_email,generic,10,Sunday,UK,2,0,0,Control
663387,short_email,personalized,8,Monday,US,12,0,0,Control
203382,short_email,generic,16,Wednesday,US,0,0,0,Control
450407,long_email,generic,13,Tuesday,UK,3,0,0,Control
655490,long_email,personalized,13,Thursday,US,2,0,0,Control
40122,long_email,personalized,18,Friday,US,6,0,0,Control
139845,short_email,generic,6,Tuesday,US,0,0,0,Control
901153,short_email,generic,1,Tuesday,US,5,0,0,Control
159695,short_email,generic,11,Sunday,US,6,0,0,Control
70916,long_email,generic,7,Friday,US,4,0,0,Control
661020,long_email,personalized,10,Tuesday,US,2,0,0,Control
605434,long_email,personalized,20,Saturday,UK,0,0,0,Control
932769,short_email,generic,5,Tuesday,US,11,0,0,Control
334916,short_email,personalized,5,Monday,ES,1,0,0,Control
982859,long_email,personalized,10,Thursday,FR,2,0,0,Control
620385,short_email,generic,9,Saturday,US,2,0,0,Control
345304,long_email,personalized,6,Thursday,US,9,0,0,Control
221464,long_email,generic,17,Thursday,FR,1,0,0,Control
249969,long_email,personalized,12,Tuesday,US,5,1,0,Control
548656,short_email,personalized,11,Tuesday,UK,2,0,0,Control
206630,long_email,generic,3,Wednesday,UK,5,0,0,Control
607432,short_email,generic,14,Tuesday,US,9,0,0,Control
664754,short_email,personalized,8,Thursday,US,7,0,0,Control
79622,long_email,generic,14,Monday,US,11,0,0,Control
850013,long_email,generic,4,Friday,US,3,0,0,Control
63767,long_email,generic,14,Wednesday,FR,0,0,0,Control
384569,long_email,personalized,7,Monday,ES,5,0,0,Control
937209,short_email,generic,19,Monday,US,0,0,0,Control
69267,short_email,generic,16,Sunday,US,1,0,0,Control
776250,short_email,generic,10,Saturday,UK,4,0,0,Control
525106,short_email,generic,5,Friday,US,0,0,0,Control
949342,short_email,personalized,2,Sunday,US,0,0,0,Control
727676,short_email,personalized,6,Monday,US,8,0,0,Control
29189,long_email,generic,13,Monday,US,7,1,0,Control
465134,long_email,personalized,6,Monday,US,2,1,0,Control
930666,short_email,personalized,9,Wednesday,UK,2,0,0,Control
86522,short_email,personalized,8,Thursday,US,1,0,0,Control
589776,long_email,generic,19,Wednesday,US,3,0,0,Control
534110,long_email,personalized,14,Tuesday,ES,2,0,0,Control
266642,long_email,generic,7,Thursday,US,3,0,0,Control
905099,long_email,personalized,10,Saturday,US,3,1,0,Control
620885,short_email,generic,10,Thursday,US,1,0,0,Control
665645,long_email,personalized,7,Monday,US,1,0,0,Control
3707,short_email,generic,5,Saturday,US,5,0,0,Control
170582,short_email,personalized,17,Friday,US,9,0,0,Control
516775,long_email,generic,10,Monday,US,5,0,0,Control
849450,long_email,personalized,13,Tuesday,US,4,0,0,Control
280952,long_email,personalized,13,Tuesday,US,8,1,1,Control
169952,short_email,personalized,18,Monday,US,5,1,0,Control
970083,long_email,personalized,7,Friday,FR,3,0,0,Control
515360,short_email,generic,12,Wednesday,US,0,0,0,Control
969288,long_email,generic,3,Tuesday,US,11,0,0,Control
282502,short_email,generic,10,Monday,ES,4,0,0,Control
463100,short_email,personalized,13,Monday,US,1,0,0,Control
913568,long_email,personalized,12,Sunday,US,3,0,0,Control
73696,long_email,generic,1,Wednesday,US,3,0,0,Control
788096,short_email,personalized,12,Thursday,UK,4,0,0,Control
655171,short_email,personalized,14,Sunday,US,4,0,0,Control
817284,long_email,personalized,11,Monday,US,12,0,0,Control
688588,long_email,generic,5,Thursday,US,2,0,0,Control
66673,short_email,generic,15,Tuesday,US,3,0,0,Control
455131,long_email,generic,17,Friday,UK,2,0,0,Control
629262,long_email,personalized,5,Tuesday,UK,2,0,0,Control
211331,long_email,generic,12,Friday,US,2,0,0,Control
900381,long_email,generic,5,Saturday,US,1,0,0,Control
544486,long_email,personalized,6,Monday,US,0,0,0,Control
210806,short_email,personalized,6,Thursday,US,1,0,0,Control
908395,long_email,personalized,5,Sunday,US,3,0,0,Control
962200,short_email,personalized,11,Thursday,US,2,0,0,Control
704535,long_email,generic,6,Sunday,US,2,0,0,Control
225158,short_email,personalized,7,Monday,ES,0,0,0,Control
889339,short_email,generic,11,Saturday,UK,10,0,0,Control
904216,short_email,generic,10,Sunday,US,6,0,0,Control
618647,long_email,generic,10,Friday,US,3,0,0,Control
338925,long_email,generic,19,Tuesday,ES,3,0,0,Control
594460,long_email,personalized,9,Sunday,US,9,0,0,Control
